Interval Start Date/Time,Net Consumption (kWh),Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2021-06-09,8.52,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-09,2021.0,6.0,9.0,†,19.0,,8.0,,13.5,,4.5,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
2021-06-10,8.99,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-10,2021.0,6.0,10.0,†,17.5,,6.5,,12.0,,6.0,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
2021-06-11,8.96,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-11,2021.0,6.0,11.0,†,17.5,,6.0,,11.8,,6.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-12,6.18,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-12,2021.0,6.0,12.0,†,22.0,,7.0,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-13,8.22,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-13,2021.0,6.0,13.0,†,20.5,,15.0,,17.8,,0.2,,0.0,,5.0,,0.0,,5.0,,0.0,,,,,
2021-06-14,12.01,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-14,2021.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,13.34,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-15,2021.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,14.46,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-16,2021.0,6.0,16.0,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,12.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-17,2021.0,6.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,12.4,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-18,2021.0,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,10.26,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-19,2021.0,6.0,19.0,†,21.0,,15.0,,18.0,,0.0,,0.0,,2.4,,0.0,,2.4,,0.0,,,,,
2021-06-20,12.54,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-20,2021.0,6.0,20.0,†,27.0,,9.0,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-21,18.41,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-21,2021.0,6.0,21.0,†,31.0,,13.0,,22.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-22,20.49,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-22,2021.0,6.0,22.0,†,32.5,,18.5,,25.5,,0.0,,7.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-23,15.46,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-23,2021.0,6.0,23.0,†,31.0,,17.0,,24.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-24,13.79,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-24,2021.0,6.0,24.0,†,28.0,,15.5,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-25,20.24,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-25,2021.0,6.0,25.0,†,32.0,,17.0,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-26,24.19,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-26,2021.0,6.0,26.0,†,37.0,,20.0,,28.5,,0.0,,10.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-27,28.5,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-27,2021.0,6.0,27.0,†,39.5,,20.0,,29.8,,0.0,,11.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-28,27.94,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-28,2021.0,6.0,28.0,†,41.5,,23.0,,32.3,,0.0,,14.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-29,31.34,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-29,2021.0,6.0,29.0,†,43.5,,25.0,,34.3,,0.0,,16.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-30,31.22,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-30,2021.0,6.0,30.0,†,43.0,,25.0,,34.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-01,28.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-01,2021.0,7.0,1.0,†,35.0,,22.0,,28.5,,0.0,,10.5,,7.2,,0.0,,7.2,,0.0,,,,,
2021-07-02,18.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-02,2021.0,7.0,2.0,†,31.0,,15.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-03,18.07,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-03,2021.0,7.0,3.0,†,31.0,,19.0,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-04,18.52,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-04,2021.0,7.0,4.0,†,30.5,,18.0,,24.3,,0.0,,6.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-05,17.69,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-05,2021.0,7.0,5.0,†,29.0,,17.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-06,15.81,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-06,2021.0,7.0,6.0,†,31.0,,14.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-07,13.78,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-07,2021.0,7.0,7.0,†,31.0,,18.0,,24.5,,0.0,,6.5,,2.6,,0.0,,2.6,,0.0,,,,,
2021-07-08,15.94,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-08,2021.0,7.0,8.0,†,29.0,,13.0,,21.0,,0.0,,3.0,,1.8,,0.0,,1.8,,0.0,,,,,
2021-07-09,16.32,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-09,2021.0,7.0,9.0,†,31.0,,15.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-10,18.78,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-10,2021.0,7.0,10.0,†,32.0,,19.0,,25.5,,0.0,,7.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-11,18.53,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-11,2021.0,7.0,11.0,†,30.0,,17.0,,23.5,,0.0,,5.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-12,16.36,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-12,2021.0,7.0,12.0,†,32.0,,15.5,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-13,18.7,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-13,2021.0,7.0,13.0,†,34.0,,15.5,,24.8,,0.0,,6.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-14,16.5,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-14,2021.0,7.0,14.0,†,32.0,,20.0,,26.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-15,16.49,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-15,2021.0,7.0,15.0,†,30.0,,17.5,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-16,13.49,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-16,2021.0,7.0,16.0,†,27.5,,16.0,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-17,15.63,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-17,2021.0,7.0,17.0,†,27.0,,14.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-18,19.76,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-18,2021.0,7.0,18.0,†,29.0,,17.5,,23.3,,0.0,,5.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-19,17.45,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-19,2021.0,7.0,19.0,†,33.0,,16.0,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-20,16.54,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-20,2021.0,7.0,20.0,†,28.0,,17.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-21,13.04,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-21,2021.0,7.0,21.0,†,24.0,,13.5,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-22,12.11,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-22,2021.0,7.0,22.0,†,24.0,,11.5,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-23,12.05,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-23,2021.0,7.0,23.0,†,26.0,,13.0,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-24,14.36,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-24,2021.0,7.0,24.0,†,29.5,,15.0,,22.3,,0.0,,4.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-25,17.7,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-25,2021.0,7.0,25.0,†,30.5,,17.0,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-26,21.19,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-26,2021.0,7.0,26.0,†,31.0,,13.0,,22.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-27,14.0,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-27,2021.0,7.0,27.0,†,30.0,,15.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-28,16.17,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-28,2021.0,7.0,28.0,†,30.5,,17.0,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-29,14.86,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-29,2021.0,7.0,29.0,†,31.5,,16.5,,24.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-30,14.74,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-30,2021.0,7.0,30.0,†,34.0,,16.0,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-07-31,16.41,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-07-31,2021.0,7.0,31.0,†,31.0,,18.5,,24.8,,0.0,,6.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-01,14.73,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-01,2021.0,8.0,1.0,†,24.0,,18.0,,21.0,,0.0,,3.0,,2.0,,0.0,,2.0,,0.0,,,,,
2021-08-02,18.24,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-02,2021.0,8.0,2.0,†,28.0,,16.0,,22.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-03,17.77,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-03,2021.0,8.0,3.0,†,34.0,,16.0,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-04,15.74,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-04,2021.0,8.0,4.0,†,32.0,,20.0,,26.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-05,17.34,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-05,2021.0,8.0,5.0,†,34.0,,18.0,,26.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-06,9.76,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-06,2021.0,8.0,6.0,†,26.0,,20.0,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-07,13.71,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-07,2021.0,8.0,7.0,†,22.0,,14.5,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-08,11.71,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-08,2021.0,8.0,8.0,†,22.0,,14.0,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-09,18.18,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-09,2021.0,8.0,9.0,†,28.0,,13.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-10,16.46,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-10,2021.0,8.0,10.0,†,28.5,,16.5,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-11,21.14,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-11,2021.0,8.0,11.0,†,31.5,,19.0,,25.3,,0.0,,7.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-12,15.39,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-12,2021.0,8.0,12.0,†,32.0,,17.0,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-13,17.5,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-13,2021.0,8.0,13.0,†,34.0,,15.0,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-14,14.13,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-14,2021.0,8.0,14.0,†,31.0,,19.0,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-15,16.15,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-15,2021.0,8.0,15.0,†,31.0,,22.5,,26.8,,0.0,,8.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-16,16.21,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-16,2021.0,8.0,16.0,†,21.0,,15.0,,18.0,,0.0,,0.0,,32.4,,0.0,,32.4,,0.0,,,,,
2021-08-17,15.1,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-17,2021.0,8.0,17.0,†,20.0,,10.0,,15.0,,3.0,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,
2021-08-18,11.75,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-18,2021.0,8.0,18.0,†,25.0,,9.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-19,12.27,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-19,2021.0,8.0,19.0,†,23.0,,16.5,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-20,10.61,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-20,2021.0,8.0,20.0,†,23.0,,11.5,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-21,11.96,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-21,2021.0,8.0,21.0,†,24.5,,10.0,,17.3,,0.7,,0.0,,2.8,,0.0,,2.8,,0.0,,,,,
2021-08-22,12.75,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-22,2021.0,8.0,22.0,†,18.0,,8.0,,13.0,,5.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
2021-08-23,12.82,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-23,2021.0,8.0,23.0,†,15.0,,7.5,,11.3,,6.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-24,9.29,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-24,2021.0,8.0,24.0,†,20.0,,5.5,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-25,11.16,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-25,2021.0,8.0,25.0,†,24.0,,7.0,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-26,10.22,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-26,2021.0,8.0,26.0,†,20.0,,13.0,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-27,9.79,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-27,2021.0,8.0,27.0,†,19.5,,11.0,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-28,11.76,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-28,2021.0,8.0,28.0,†,24.0,,10.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-29,12.6,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-29,2021.0,8.0,29.0,†,26.5,,11.0,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-08-30,9.87,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-30,2021.0,8.0,30.0,†,22.0,,15.0,,18.5,,0.0,,0.5,,3.2,,0.0,,3.2,,0.0,,,,,
2021-08-31,13.94,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-08-31,2021.0,8.0,31.0,†,14.0,,8.0,,11.0,,7.0,,0.0,,4.6,,0.0,,4.6,,0.0,,,,,
2021-09-01,7.18,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-01,2021.0,9.0,1.0,†,18.0,,8.0,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-02,7.95,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-02,2021.0,9.0,2.0,†,21.0,,6.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-03,11.04,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-03,2021.0,9.0,3.0,†,24.0,,7.0,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-04,10.39,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-04,2021.0,9.0,4.0,†,19.0,,10.5,,14.8,,3.2,,0.0,,3.4,,0.0,,3.4,,0.0,,,,,
2021-09-05,12.38,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-05,2021.0,9.0,5.0,†,21.0,,11.0,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-06,14.33,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-06,2021.0,9.0,6.0,†,23.0,,11.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-07,9.3,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-07,2021.0,9.0,7.0,†,26.5,,10.0,,18.3,,0.0,,0.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-08,8.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-08,2021.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09,7.79,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-09,2021.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10,9.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-10,2021.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,12.16,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-11,2021.0,9.0,11.0,†,22.0,,13.0,,17.5,,0.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-12,12.38,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-12,2021.0,9.0,12.0,†,21.0,,12.5,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-13,7.36,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-13,2021.0,9.0,13.0,†,21.0,,11.5,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-14,11.41,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-14,2021.0,9.0,14.0,†,13.5,,10.0,,11.8,,6.2,,0.0,,12.0,,0.0,,12.0,,0.0,,,,,
2021-09-15,9.61,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-15,2021.0,9.0,15.0,†,12.5,,5.5,,9.0,,9.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
2021-09-16,9.02,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-16,2021.0,9.0,16.0,†,15.0,,4.0,,9.5,,8.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-17,11.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-17,2021.0,9.0,17.0,†,11.5,,8.0,,9.8,,8.2,,0.0,,6.4,,0.0,,6.4,,0.0,,,,,
2021-09-18,13.84,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-18,2021.0,9.0,18.0,†,16.0,,7.5,,11.8,,6.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-19,13.66,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-19,2021.0,9.0,19.0,†,14.0,,4.5,,9.3,,8.7,,0.0,,10.6,,0.0,,10.6,,0.0,,,,,
2021-09-20,8.99,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-20,2021.0,9.0,20.0,†,17.0,,5.0,,11.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-21,11.54,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-21,2021.0,9.0,21.0,†,17.0,,6.0,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-22,8.54,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-22,2021.0,9.0,22.0,†,17.0,,12.0,,14.5,,3.5,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,
2021-09-23,8.81,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-23,2021.0,9.0,23.0,†,19.0,,10.0,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-24,7.95,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-24,2021.0,9.0,24.0,†,20.0,,7.5,,13.8,,4.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-25,8.91,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-25,2021.0,9.0,25.0,†,24.0,,9.5,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-26,8.1,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-26,2021.0,9.0,26.0,†,19.0,,15.0,,17.0,,1.0,,0.0,,3.8,,0.0,,3.8,,0.0,,,,,
2021-09-27,7.07,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-27,2021.0,9.0,27.0,†,17.0,,10.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-28,7.24,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-28,2021.0,9.0,28.0,†,14.0,,7.0,,10.5,,7.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-09-29,9.48,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-29,2021.0,9.0,29.0,†,12.0,,5.0,,8.5,,9.5,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
2021-09-30,10.74,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-09-30,2021.0,9.0,30.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,9.12,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-01,2021.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,12.03,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-02,2021.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-03,13.07,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-03,2021.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,8.66,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-04,2021.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,11.64,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-05,2021.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-06,10.0,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-06,2021.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2021-10-07,9.2,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-07,2021.0,10.0,7.0,†,11.0,,2.0,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-10-08,12.81,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-08,2021.0,10.0,8.0,†,11.0,,-1.5,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-10-09,14.54,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-10-09,2021.0,10.0,9.0,†,13.0,,3.0,,8.0,,10.0,,0.0,,9.0,,0.0,,9.0,,0.0,,,,,
